DRXFCSD	Main.food.description	Old.Main.food.description	ModCode	FoodID
BACON, NS AS TO TYPE OF MEAT, COOKED	Bacon_NS_as_to_type_of_meat_cooked	Bacon, NS as to type of meat, cooked	0	22600100.0
CROUTONS	Croutons	Croutons	0	51185000.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
CATFISH, BAKED OR BROILED, MADE WITHOUT FAT	Catfish_baked_or_broiled_made_without_fat	Catfish, baked or broiled, made without fat	0	26107123.0
PASTA WITH CREAM SAUCE AND POULTRY, HOME RECIPE	Pasta_with_cream_sauce_and_poultry_home_recipe	Pasta with cream sauce and poultry, home recipe	0	58146422.0
SOFT DRINK, FRUIT FLAVORED, CAFFEINE FREE	Soft_drink_fruit_flavored_caffeine_free	Soft drink, fruit flavored, caffeine free	0	92410510.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
COOKIE, BROWNIE, WITHOUT ICING	Cookie_brownie_without_icing	Cookie, brownie, without icing	0	53204010.0
SOFT DRINK, COLA	Soft_drink_cola	Soft drink, cola	0	92410310.0
CRACKERS, CHEESE (CHEEZ-IT)	Crackers_cheese_Cheez_It_	Crackers, cheese (Cheez-It)	0	54304005.0
FRUIT JUICE DRINK, WITH HIGH VITAMIN C	Fruit_juice_drink_with_high_vitamin_C	Fruit juice drink, with high vitamin C	0	92530610.0
FRUIT JUICE DRINK, WITH HIGH VITAMIN C	Fruit_juice_drink_with_high_vitamin_C	Fruit juice drink, with high vitamin C	0	92530610.0
PASTA WITH CREAM SAUCE, POULTRY, AND ADDED VEGETABLES, HOME	Pasta_with_cream_sauce_poultry_and_added_vegetables_home_recipe	Pasta with cream sauce, poultry, and added vegetables, home recipe	0	58146432.0
BEER	Beer	Beer	0	93101000.0
MILKY WAY BAR	MILKY_WAY_Bar	MILKY WAY Bar	0	91726130.0
SOFT DRINK, COLA	Soft_drink_cola	Soft drink, cola	0	92410310.0
GROUND BEEF PATTY, COOKED	Ground_beef_patty_cooked	Ground beef patty, cooked	0	21500310.0
TOMATO CATSUP	Tomato_catsup	Tomato catsup	0	74401010.0
BAKED BEANS, VEGETARIAN	Baked_beans_vegetarian	Baked beans, vegetarian	0	41201020.0
HALIBUT, BAKED OR BROILED, MADE WITH OIL	Halibut_baked_or_broiled_made_with_oil	Halibut, baked or broiled, made with oil	0	26118020.0
ICE CREAM, REGULAR, FLAVORS OTHER THAN CHOCOLATE	Ice_cream_regular_flavors_other_than_chocolate	Ice cream, regular, flavors other than chocolate	0	13110100.0
PEACH, RAW	Peach_raw	Peach, raw	0	63135010.0
COOKIE, CHOCOLATE CHIP, MADE FROM HOME RECIPE OR PURCHASED A	Cookie_chocolate_chip_made_from_home_recipe_or_purchased_at_a_bakery	Cookie, chocolate chip, made from home recipe or purchased at a bakery	0	53206020.0
TEA, ICED, INSTANT, BLACK, UNSWEETENED	Tea_iced_instant_black_unsweetened	Tea, iced, instant, black, unsweetened	0	92305010.0
SOFT DRINK, COLA, DIET	Soft_drink_cola_diet	Soft drink, cola, diet	0	92410320.0
APPLE, RAW	Apple_raw	Apple, raw	0	63101000.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
DOUGHNUT, CHOCOLATE, CAKE TYPE, WITH CHOCOLATE ICING	Doughnut_chocolate_cake_type_with_chocolate_icing	Doughnut, chocolate, cake type, with chocolate icing	0	53520160.0
SOFT DRINK, COLA, DIET	Soft_drink_cola_diet	Soft drink, cola, diet	0	92410320.0
ROLL, WHEAT OR CRACKED WHEAT	Roll_wheat_or_cracked_wheat	Roll, wheat or cracked wheat	0	51320010.0
BEEF, PREPACKAGED OR DELI, LUNCHEON MEAT	Beef_prepackaged_or_deli_luncheon_meat	Beef, prepackaged or deli, luncheon meat	0	25231110.0
TURKEY, PREPACKAGED OR DELI, LUNCHEON MEAT	Turkey_prepackaged_or_deli_luncheon_meat	Turkey, prepackaged or deli, luncheon meat	0	25230780.0
HAM, PREPACKAGED OR DELI, LUNCHEON MEAT	Ham_prepackaged_or_deli_luncheon_meat	Ham, prepackaged or deli, luncheon meat	0	25230210.0
MUSTARD	Mustard	Mustard	0	75506010.0
TOMATOES, RAW	Tomatoes_raw	Tomatoes, raw	0	74101000.0
CUCUMBER PICKLES, DILL	Cucumber_pickles_dill	Cucumber pickles, dill	0	75503010.0
SOFT DRINK, COLA, DIET	Soft_drink_cola_diet	Soft drink, cola, diet	0	92410320.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
DOUGHNUT, CHOCOLATE, CAKE TYPE, WITH CHOCOLATE ICING	Doughnut_chocolate_cake_type_with_chocolate_icing	Doughnut, chocolate, cake type, with chocolate icing	0	53520160.0
SOFT DRINK, COLA, DIET	Soft_drink_cola_diet	Soft drink, cola, diet	0	92410320.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
CHEESEBURGER, 1 MEDIUM PATTY, WITH CONDIMENTS, ON BUN, FROM	Cheeseburger_1_medium_patty_with_condiments_on_bun_from_fast_food_restaurant	Cheeseburger, 1 medium patty, with condiments, on bun, from fast food _ restaurant	0	27510225.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
SOFT DRINK, COLA	Soft_drink_cola	Soft drink, cola	0	92410310.0
APPLE, RAW	Apple_raw	Apple, raw	0	63101000.0
SOFT DRINK, COLA, DIET	Soft_drink_cola_diet	Soft drink, cola, diet	0	92410320.0
BABY RUTH	Baby_Ruth	Baby Ruth	0	91715200.0
LEMONADE, FRUIT FLAVORED DRINK	Lemonade_fruit_flavored_drink	Lemonade, fruit flavored drink	0	92510960.0
CHEESE, AMERICAN	Cheese_American	Cheese, American	0	14410110.0
POTATO CHIPS, OTHER FLAVORED	Potato_chips_other_flavored	Potato chips, other flavored	0	71200140.0
MOZZARELLA STICKS, BREADED, BAKED, OR FRIED	Mozzarella_sticks_breaded_baked_or_fried	Mozzarella sticks, breaded, baked, or fried	0	14660200.0
CHICKEN _WINGS_, PLAIN, FROM FAST FOOD _ RESTAURANT	Chicken_wings_plain_from_fast_food_restaurant	Chicken _wings_, plain, from fast food _ restaurant	0	24168002.0
COFFEE, BREWED	Coffee_brewed	Coffee, brewed	0	92101000.0
PORK BACON, NS AS TO FRESH, SMOKED OR CURED, COOKED	Pork_bacon_NS_as_to_fresh_smoked_or_cured_cooked	Pork bacon, NS as to fresh, smoked or cured, cooked	0	22600200.0
MUFFIN, ENGLISH	Muffin_English	Muffin, English	0	51186010.0
JELLY, ALL FLAVORS	Jelly_all_flavors	Jelly, all flavors	0	91401000.0
COFFEE, BREWED	Coffee_brewed	Coffee, brewed	0	92101000.0
SUGAR SUBSTITUTE, SACCHARIN, POWDER	Sugar_substitute_saccharin_powder	Sugar substitute, saccharin, powder	0	91200040.0
GRAPES, RAW, NS AS TO TYPE	Grapes_raw_NS_as_to_type	Grapes, raw, NS as to type	0	63123000.0
APPLE, RAW	Apple_raw	Apple, raw	0	63101000.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
NUTRITIONAL DRINK OR SHAKE, READY-TO-DRINK (BOOST)	Nutritional_drink_or_shake_ready_to_drink_Boost_	Nutritional drink or shake, ready-to-drink (Boost)	0	95101000.0
SUGAR SUBSTITUTE, SUCRALOSE, POWDER	Sugar_substitute_sucralose_powder	Sugar substitute, sucralose, powder	0	91107000.0
EGG, WHOLE, FRIED, FROM FAST FOOD _ RESTAURANT	Egg_whole_fried_from_fast_food_restaurant	Egg, whole, fried, from fast food _ restaurant	0	31105090.0
POTATO, HASH BROWN, FROM RESTAURANT	Potato_hash_brown_from_restaurant	Potato, hash brown, from restaurant	0	71404030.0
SALSA, RED, COMMERCIALLY-PREPARED	Salsa_red_commercially_prepared	Salsa, red, commercially-prepared	0	74402150.0
COFFEE, BREWED	Coffee_brewed	Coffee, brewed	0	92101000.0
SUGAR SUBSTITUTE, SUCRALOSE, POWDER	Sugar_substitute_sucralose_powder	Sugar substitute, sucralose, powder	0	91107000.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
HAM, SMOKED OR CURED, COOKED, LEAN ONLY EATEN	Ham_smoked_or_cured_cooked_lean_only_eaten	Ham, smoked or cured, cooked, lean only eaten	0	22311020.0
EGG, WHOLE, FRIED, FROM FAST FOOD _ RESTAURANT	Egg_whole_fried_from_fast_food_restaurant	Egg, whole, fried, from fast food _ restaurant	0	31105090.0
HOT PEPPER SAUCE	Hot_pepper_sauce	Hot pepper sauce	0	75511010.0
WAFFLE, PLAIN, FROM FAST FOOD _ RESTAURANT	Waffle_plain_from_fast_food_restaurant	Waffle, plain, from fast food _ restaurant	0	55200100.0
MAPLE AND CORN AND_OR CANE PANCAKE SYRUP BLENDS	Maple_and_corn_and_or_cane_pancake_syrup_blends	Maple and corn and_or cane pancake syrup blends	0	91301250.0
MARGARINE, WHIPPED, TUB, SALTED	Margarine_whipped_tub_salted	Margarine, whipped, tub, salted	0	81103020.0
COFFEE, BREWED	Coffee_brewed	Coffee, brewed	0	92101000.0
SUGAR SUBSTITUTE, SACCHARIN, POWDER	Sugar_substitute_saccharin_powder	Sugar substitute, saccharin, powder	0	91200040.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
RICE, COOKED, NFS	Rice_cooked_NFS	Rice, cooked, NFS	0	56205000.0
BEEF, NS AS TO CUT, COOKED, NS AS TO FAT EATEN	Beef_NS_as_to_cut_cooked_NS_as_to_fat_eaten	Beef, NS as to cut, cooked, NS as to fat eaten	0	21000100.0
BLUE OR ROQUEFORT CHEESE DRESSING	Blue_or_roquefort_cheese_dressing	Blue or roquefort cheese dressing	0	83101000.0
LETTUCE, RAW	Lettuce_raw	Lettuce, raw	0	75113000.0
CARROTS, RAW	Carrots_raw	Carrots, raw	0	73101010.0
CABBAGE, GREEN, RAW	Cabbage_green_raw	Cabbage, green, raw	0	75103000.0
CROUTONS	Croutons	Croutons	0	51185000.0
TOMATOES, RAW	Tomatoes_raw	Tomatoes, raw	0	74101000.0
COBBLER, CHERRY	Cobbler_cherry	Cobbler, cherry	0	53410500.0
CREAM, WHIPPED	Cream_whipped	Cream, whipped	0	12140000.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
COFFEE, BREWED	Coffee_brewed	Coffee, brewed	0	92101000.0
SUGAR SUBSTITUTE, SACCHARIN, POWDER	Sugar_substitute_saccharin_powder	Sugar substitute, saccharin, powder	0	91200040.0
TORTILLA, FLOUR	Tortilla_flour	Tortilla, flour	0	52215200.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
COFFEE, BREWED	Coffee_brewed	Coffee, brewed	0	92101000.0
SUGAR SUBSTITUTE, SUCRALOSE, POWDER	Sugar_substitute_sucralose_powder	Sugar substitute, sucralose, powder	0	91107000.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
CRACKERS, BUTTER (RITZ)	Crackers_butter_Ritz_	Crackers, butter (Ritz)	0	54301030.0
MILK, REDUCED FAT (2_)	Milk_reduced_fat_2_	Milk, reduced fat (2_)	0	11112110.0
COFFEE, BREWED	Coffee_brewed	Coffee, brewed	0	92101000.0
CHICKEN OR TURKEY NOODLE SOUP, CANNED OR READY-TO-SERVE	Chicken_or_turkey_noodle_soup_canned_or_ready_to_serve	Chicken or turkey noodle soup, canned or ready-to-serve	0	58403010.0
SUGAR SUBSTITUTE, SUCRALOSE, POWDER	Sugar_substitute_sucralose_powder	Sugar substitute, sucralose, powder	0	91107000.0
POTATO, FRENCH FRIES, FAST FOOD	Potato_french_fries_fast_food	Potato, french fries, fast food	0	71401030.0
SOFT DRINK, COLA	Soft_drink_cola	Soft drink, cola	0	92410310.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
COFFEE, BREWED	Coffee_brewed	Coffee, brewed	0	92101000.0
MEAT LOAF MADE WITH BEEF, WITH TOMATO-BASED SAUCE	Meat_loaf_made_with_beef_with_tomato_based_sauce	Meat loaf made with beef, with tomato-based sauce	0	27214110.0
POTATO, BOILED, FROM FRESH,  PEEL EATEN, FAT NOT ADDED IN CO	Potato_boiled_from_fresh_peel_eaten_fat_not_added_in_cooking	Potato, boiled, from fresh,  peel eaten, fat not added in cooking	0	71103125.0
BUTTER, STICK, SALTED	Butter_stick_salted	Butter, stick, salted	0	81101000.0
BEANS, STRING, GREEN, COOKED, FROM FROZEN, MADE WITH BUTTER	Beans_string_green_cooked_from_frozen_made_with_butter	Beans, string, green, cooked, from frozen, made with butter	0	75205048.0
SOFT DRINK, COLA	Soft_drink_cola	Soft drink, cola	0	92410310.0
ICE CREAM, REGULAR, FLAVORS OTHER THAN CHOCOLATE	Ice_cream_regular_flavors_other_than_chocolate	Ice cream, regular, flavors other than chocolate	0	13110100.0
CHOCOLATE SYRUP, THIN TYPE	Chocolate_syrup_thin_type	Chocolate syrup, thin type	0	91301080.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
REESE_S PEANUT BUTTER CUP	Reese_s_Peanut_Butter_Cup	Reese_s Peanut Butter Cup	0	91734100.0
CHEESEBURGER, 1 SMALL PATTY, WITH CONDIMENTS, ON BUN, FROM F	Cheeseburger_1_small_patty_with_condiments_on_bun_from_fast_food_restaurant_Wendy_s_Jr_Cheeseburger_Deluxe_	Cheeseburger, 1 small patty, with condiments, on bun, from fast food _ restaurant (Wendy_s Jr. Cheeseburger Deluxe)	0	27510175.0
OATMEAL, INSTANT, MAPLE FLAVORED, FAT NOT ADDED IN COOKING	Oatmeal_instant_maple_flavored_fat_not_added_in_cooking	Oatmeal, instant, maple flavored, fat not added in cooking	0	56203130.0
HONEY	Honey	Honey	0	91302010.0
COFFEE, BREWED	Coffee_brewed	Coffee, brewed	0	92101000.0
SUGAR, WHITE, GRANULATED OR LUMP	Sugar_white_granulated_or_lump	Sugar, white, granulated or lump	0	91101010.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
COFFEE, BREWED	Coffee_brewed	Coffee, brewed	0	92101000.0
SUGAR, WHITE, GRANULATED OR LUMP	Sugar_white_granulated_or_lump	Sugar, white, granulated or lump	0	91101010.0
OATMEAL, REGULAR OR QUICK, MADE WITH WATER, FAT NOT ADDED IN	Oatmeal_regular_or_quick_made_with_water_fat_not_added_in_cooking	Oatmeal, regular or quick, made with water, fat not added in cooking	0	56203056.0
HONEY	Honey	Honey	0	91302010.0
BANANA, RAW	Banana_raw	Banana, raw	0	63107010.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
POTATO CHIPS, BARBECUE FLAVORED	Potato_chips_barbecue_flavored	Potato chips, barbecue flavored	0	71200110.0
COLD CUT SUMARINE SANDWICH, WITH CHEESE, LETTUCE, TOMATO AND	Cold_cut_sumarine_sandwich_with_cheese_lettuce_tomato_and_spread	Cold cut sumarine sandwich, with cheese, lettuce, tomato and spread	0	27560910.0
BUTTERFINGER	Butterfinger	Butterfinger	0	91718100.0
SOFT DRINK, COLA	Soft_drink_cola	Soft drink, cola	0	92410310.0
SOFT DRINK, COLA	Soft_drink_cola	Soft drink, cola	0	92410310.0
CHILI CON CARNE WITH BEANS, HOME RECIPE	Chili_con_carne_with_beans_home_recipe	Chili con carne with beans, home recipe	0	27111406.0
CHEESE, MOZZARELLA, NFS	Cheese_Mozzarella_NFS	Cheese, Mozzarella, NFS	0	14107010.0
DOUGHNUT, CAKE TYPE, CHOCOLATE COVERED	Doughnut_cake_type_chocolate_covered	Doughnut, cake type, chocolate covered	0	53520140.0
COFFEE, INSTANT, RECONSTITUTED	Coffee_instant_reconstituted	Coffee, instant, reconstituted	0	92103000.0
SUGAR, WHITE, GRANULATED OR LUMP	Sugar_white_granulated_or_lump	Sugar, white, granulated or lump	0	91101010.0
EGG OMELET OR SCRAMBLED EGG, NS AS TO FAT ADDED IN COOKING	Egg_omelet_or_scrambled_egg_NS_as_to_fat_added_in_cooking	Egg omelet or scrambled egg, NS as to fat added in cooking	0	32129990.0
PORK BACON, NS AS TO FRESH, SMOKED OR CURED, COOKED	Pork_bacon_NS_as_to_fresh_smoked_or_cured_cooked	Pork bacon, NS as to fresh, smoked or cured, cooked	0	22600200.0
POLISH SAUSAGE	Polish_sausage	Polish sausage	0	25221310.0
POTATO, HOME FRIES, NFS	Potato_home_fries_NFS	Potato, home fries, NFS	0	71403020.0
FRENCH TOAST, WHOLE GRAIN	French_toast_whole_grain	French toast, whole grain	0	55301015.0
MAPLE AND CORN AND_OR CANE PANCAKE SYRUP BLENDS	Maple_and_corn_and_or_cane_pancake_syrup_blends	Maple and corn and_or cane pancake syrup blends	0	91301250.0
BUTTER, STICK, SALTED	Butter_stick_salted	Butter, stick, salted	0	81101000.0
MILK, REDUCED FAT (2_)	Milk_reduced_fat_2_	Milk, reduced fat (2_)	0	11112110.0
SOFT DRINK, FRUIT FLAVORED, CAFFEINE FREE	Soft_drink_fruit_flavored_caffeine_free	Soft drink, fruit flavored, caffeine free	0	92410510.0
GELATIN DESSERT WITH FRUIT	Gelatin_dessert_with_fruit	Gelatin dessert with fruit	0	91501020.0
MIXED NUTS, WITH PEANUTS, SALTED	Mixed_nuts_with_peanuts_salted	Mixed nuts, with peanuts, salted	0	42110100.0
SOFT DRINK, COLA	Soft_drink_cola	Soft drink, cola	0	92410310.0
CHEESEBURGER, 1 MEDIUM PATTY, WITH CONDIMENTS, ON WHEAT BUN	Cheeseburger_1_medium_patty_with_condiments_on_wheat_bun	Cheeseburger, 1 medium patty, with condiments, on wheat bun	0	27510252.0
POTATO, FRENCH FRIES, FROM FRESH, FRIED	Potato_french_fries_from_fresh_fried	Potato, french fries, from fresh, fried	0	71401010.0
BEER, LIGHT	Beer_light	Beer, light	0	93102000.0
BANANA, RAW	Banana_raw	Banana, raw	0	63107010.0
BREAD, WHEAT OR CRACKED WHEAT	Bread_wheat_or_cracked_wheat	Bread, wheat or cracked wheat	0	51301010.0
TURKEY HAM, PREPACKAGED OR DELI, LUNCHEON MEAT	Turkey_ham_prepackaged_or_deli_luncheon_meat	Turkey ham, prepackaged or deli, luncheon meat	0	25230800.0
MUSTARD	Mustard	Mustard	0	75506010.0
CHEESE, AMERICAN	Cheese_American	Cheese, American	0	14410110.0
POTATO CHIPS, RUFFLED, PLAIN	Potato_chips_ruffled_plain	Potato chips, ruffled, plain	0	71200200.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
CHICKEN WING, FRIED, COATED, FROM RAW	Chicken_wing_fried_coated_from_raw	Chicken wing, fried, coated, from raw	0	24167200.0
POTATO, HOME FRIES, NFS	Potato_home_fries_NFS	Potato, home fries, NFS	0	71403020.0
CHEESE, AMERICAN	Cheese_American	Cheese, American	0	14410110.0
BEER, LIGHT	Beer_light	Beer, light	0	93102000.0
BUTTERFINGER	Butterfinger	Butterfinger	0	91718100.0
ORANGE JUICE, 100_, CANNED, BOTTLED OR IN A CARTON	Orange_juice_100_canned_bottled_or_in_a_carton	Orange juice, 100_, canned, bottled or in a carton	0	61210220.0
SOFT DRINK, PEPPER TYPE	Soft_drink_pepper_type	Soft drink, pepper type	0	92410360.0
EGG, WHOLE, FRIED WITH OIL	Egg_whole_fried_with_oil	Egg, whole, fried with oil	0	31105030.0
BREAD, WHEAT OR CRACKED WHEAT, MADE FROM HOME RECIPE OR PURC	Bread_wheat_or_cracked_wheat_made_from_home_recipe_or_purchased_at_bakery_toasted	Bread, wheat or cracked wheat, made from home recipe or purchased at bakery, toasted	0	51301050.0
JAM, PRESERVE, ALL FLAVORS	Jam_preserve_all_flavors	Jam, preserve, all flavors	0	91402000.0
PORK BACON, NS AS TO FRESH, SMOKED OR CURED, COOKED	Pork_bacon_NS_as_to_fresh_smoked_or_cured_cooked	Pork bacon, NS as to fresh, smoked or cured, cooked	0	22600200.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
SOFT DRINK, FRUIT FLAVORED, CAFFEINE FREE	Soft_drink_fruit_flavored_caffeine_free	Soft drink, fruit flavored, caffeine free	0	92410510.0
POTATO, FRENCH FRIES, FAST FOOD	Potato_french_fries_fast_food	Potato, french fries, fast food	0	71401030.0
TOMATO CATSUP	Tomato_catsup	Tomato catsup	0	74401010.0
CHICKEN TENDERS OR STRIPS, BREADED, FROM FAST FOOD	Chicken_tenders_or_strips_breaded_from_fast_food	Chicken tenders or strips, breaded, from fast food	0	24198741.0
MARGARITA	Margarita	Margarita	0	93301100.0
CHICKEN WING, GRILLED WITH SAUCE	Chicken_wing_grilled_with_sauce	Chicken wing, grilled with sauce	0	24164010.0
TEA, ICED, BREWED, BLACK, PRE-SWEETENED WITH SUGAR	Tea_iced_brewed_black_pre_sweetened_with_sugar	Tea, iced, brewed, black, pre-sweetened with sugar	0	92308000.0
SOFT DRINK, FRUIT FLAVORED, CAFFEINE FREE	Soft_drink_fruit_flavored_caffeine_free	Soft drink, fruit flavored, caffeine free	0	92410510.0
CHICKEN DRUMSTICK, GRILLED WITH SAUCE, SKIN EATEN	Chicken_drumstick_grilled_with_sauce_skin_eaten	Chicken drumstick, grilled with sauce, skin eaten	0	24142510.0
CRANBERRY JUICE DRINK, WITH HIGH VITAMIN C	Cranberry_juice_drink_with_high_vitamin_C	Cranberry juice drink, with high vitamin C	0	92530510.0
PORK, SPARERIBS, BARBECUED, WITH SAUCE, LEAN AND FAT EATEN	Pork_spareribs_barbecued_with_sauce_lean_and_fat_eaten	Pork, spareribs, barbecued, with sauce, lean and fat eaten	0	22701040.0
MACARONI OR NOODLES WITH CHEESE	Macaroni_or_noodles_with_cheese	Macaroni or noodles with cheese	0	58145110.0
GIN	Gin	Gin	0	93503000.0
BRATWURST	Bratwurst	Bratwurst	0	25220350.0
POTATO CHIPS, BARBECUE FLAVORED	Potato_chips_barbecue_flavored	Potato chips, barbecue flavored	0	71200110.0
TOMATO CATSUP	Tomato_catsup	Tomato catsup	0	74401010.0
ONIONS, MATURE, RAW	Onions_mature_raw	Onions, mature, raw	0	75117020.0
BREAD, WHITE	Bread_white	Bread, white	0	51101000.0
MARGARINE, TUB, SALTED	Margarine_tub_salted	Margarine, tub, salted	0	81102020.0
COOKIE, VANILLA SANDWICH	Cookie_vanilla_sandwich	Cookie, vanilla sandwich	0	53243000.0
PANCAKES, PLAIN, REDUCED FAT	Pancakes_plain_reduced_fat	Pancakes, plain, reduced fat	0	55101015.0
SYRUP, PANCAKE, REDUCED CALORIE	Syrup_pancake_reduced_calorie	Syrup, pancake, reduced calorie	0	91301510.0
SOFT DRINK, FRUIT FLAVORED, CAFFEINE CONTAINING	Soft_drink_fruit_flavored_caffeine_containing	Soft drink, fruit flavored, caffeine containing	0	92410550.0
CUCUMBER PICKLES, DILL	Cucumber_pickles_dill	Cucumber pickles, dill	0	75503010.0
FRENCH OR CATALINA DRESSING, FAT FREE	French_or_Catalina_dressing_fat_free	French or Catalina dressing, fat free	0	83300400.0
LETTUCE, RAW	Lettuce_raw	Lettuce, raw	0	75113000.0
TOMATOES, RAW	Tomatoes_raw	Tomatoes, raw	0	74101000.0
CUCUMBER, RAW	Cucumber_raw	Cucumber, raw	0	75111000.0
PEPPER, RAW, NFS	Pepper_raw_NFS	Pepper, raw, NFS	0	75122000.0
ONIONS, MATURE, RAW	Onions_mature_raw	Onions, mature, raw	0	75117020.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
FISH, NS AS TO TYPE, COATED, FRIED, MADE WITH OIL	Fish_NS_as_to_type_coated_fried_made_with_oil	Fish, NS as to type, coated, fried, made with oil	0	26100140.0
BREAD, WHITE	Bread_white	Bread, white	0	51101000.0
EGG OMELET OR SCRAMBLED EGG, MADE WITH OIL	Egg_omelet_or_scrambled_egg_made_with_oil	Egg omelet or scrambled egg, made with oil	0	32130010.0
FRUIT FLAVORED DRINK, WITH HIGH VITAMIN C	Fruit_flavored_drink_with_high_vitamin_C	Fruit flavored drink, with high vitamin C	0	92530410.0
ORANGE, RAW	Orange_raw	Orange, raw	0	61119010.0
BANANA, RAW	Banana_raw	Banana, raw	0	63107010.0
GRAPES, RAW, NS AS TO TYPE	Grapes_raw_NS_as_to_type	Grapes, raw, NS as to type	0	63123000.0
TWIX CARAMEL COOKIE BARS	TWIX_Caramel_Cookie_Bars	TWIX Caramel Cookie Bars	0	91703200.0
POMPANO, COATED, FRIED	Pompano_coated_fried	Pompano, coated, fried	0	26131140.0
POTATO, FRENCH FRIES, FROM FROZEN, BAKED	Potato_french_fries_from_frozen_baked	Potato, french fries, from frozen, baked	0	71401020.0
TOMATO CATSUP	Tomato_catsup	Tomato catsup	0	74401010.0
TEA, ICED, INSTANT, BLACK, PRE-SWEETENED WITH SUGAR	Tea_iced_instant_black_pre_sweetened_with_sugar	Tea, iced, instant, black, pre-sweetened with sugar	0	92305040.0
CANTALOUPE, RAW	Cantaloupe_raw	Cantaloupe, raw	0	63109010.0
TOMATOES, RAW	Tomatoes_raw	Tomatoes, raw	0	74101000.0
ONIONS, COOKED, NS AS TO FORM, FAT ADDED IN COOKING, NS AS T	Onions_cooked_NS_as_to_form_fat_added_in_cooking_NS_as_to_type_of_fat	Onions, cooked, NS as to form, fat added in cooking, NS as to type of fat	0	75221020.0
SALSA, RED, COMMERCIALLY-PREPARED	Salsa_red_commercially_prepared	Salsa, red, commercially-prepared	0	74402150.0
LETTUCE, RAW	Lettuce_raw	Lettuce, raw	0	75113000.0
CORNBREAD, MADE FROM HOME RECIPE	Cornbread_made_from_home_recipe	Cornbread, made from home recipe	0	52202060.0
SOFT DRINK, FRUIT FLAVORED, CAFFEINE FREE	Soft_drink_fruit_flavored_caffeine_free	Soft drink, fruit flavored, caffeine free	0	92410510.0
COFFEE, BREWED	Coffee_brewed	Coffee, brewed	0	92101000.0
BEEF VEGETABLE SOUP WITH POTATO, PASTA, OR RICE, CHUNKY STYL	Beef_vegetable_soup_with_potato_pasta_or_rice_chunky_style_canned_or_ready_to_serve	Beef vegetable soup with potato, pasta, or rice, chunky style, canned, or ready-to-serve	0	28315050.0
ICE CREAM CONE, CHOCOLATE COVERED OR DIPPED, FLAVORS OTHER T	Ice_cream_cone_chocolate_covered_or_dipped_flavors_other_than_chocolate	Ice cream cone, chocolate covered or dipped, flavors other than chocolate	0	13120720.0
WATER, TAP	Water_tap	Water, tap	0	94000100.0
FRUIT SMOOTHIE, WITH WHOLE FRUIT AND DAIRY	Fruit_smoothie_with_whole_fruit_and_dairy	Fruit smoothie, with whole fruit and dairy	0	11553110.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
PEPPERPOT SOUP	Pepperpot_soup	Pepperpot soup	0	28311010.0
WATER, BOTTLED, UNSWEETENED	Water_bottled_unsweetened	Water, bottled, unsweetened	0	94100100.0
SOFT DRINK, COLA	Soft_drink_cola	Soft drink, cola	0	92410310.0
MIXED VEGETABLE JUICE	Mixed_vegetable_juice	Mixed vegetable juice	0	75132000.0
ENCHILADA WITH CHICKEN, RED-CHILE OR ENCHILADA SAUCE	Enchilada_with_chicken_red_chile_or_enchilada_sauce	Enchilada with chicken, red-chile or enchilada sauce	0	58100630.0
BEER	Beer	Beer	0	93101000.0
CAKE OR CUPCAKE, YELLOW, WITH ICING OR FILLING	Cake_or_cupcake_yellow_with_icing_or_filling	Cake or cupcake, yellow, with icing or filling	0	53121270.0
BANANA, RAW	Banana_raw	Banana, raw	0	63107010.0
PAN DULCE, WITH SUGAR TOPPING	Pan_Dulce_with_sugar_topping	Pan Dulce, with sugar topping	0	51161270.0
